"decimalLongitude","decimalLatitude"
-148.91416,63.73277
-148.91416,63.73277
-148.905,63.3878
-148.905,63.3878
-148.905,63.3878
-148.905,63.3878
-148.905,63.3878
-148.905,63.3878
-148.905,63.3878
-148.905,63.3878
-148.905,63.3878
-148.905,63.3878
-148.91411,63.73269
-148.9052,63.388
-148.9052,63.388
-148.9052,63.388
-107.2283,44.296
-107.2283,44.296
-107.2283,44.296
-107.2283,44.296
-110.9314,42.6138
-110.15404,41.05439
-110.75902,43.37788
-110.75902,43.37788
-110.75902,43.37788
-110.83,44.45
-110.76242,43.47991
-110.76997,43.2329
-110.76997,43.2329
-110.76997,43.2329
-110.78243,43.26164
-110.78243,43.26164
-110.78243,43.26164
-110.78243,43.26164
-110.78243,43.26164
-110.78243,43.26164
-110.78243,43.26164
-110.78243,43.26164
-110.78243,43.26164
-110.78243,43.26164
-110.78243,43.26164
-110.78243,43.26164
-110.78243,43.26164
-110.78243,43.26164
-110.78243,43.26164
-110.78243,43.26164
-110.78243,43.26164
-110.78243,43.26164
-110.78243,43.26164
-110.14926,43.83746
-110.14926,43.83746
-110.5866,44.4211
-110.5866,44.4211
-110.5866,44.4211
-110.5043,43.7781
-110.5464,43.8003
-110.76,43.5
-111.0417,43.3697
-110.6892,43.6844
-110.7411,43.7649
-110.7,43.83
-110.7,43.83
-110.7,43.83
-110.6909,44.0964
-110.77808,43.23323
-110.77808,43.23323
-110.77808,43.23323
-110.77808,43.23323
-110.77808,43.23323
-110.77808,43.23323
-110.77808,43.23323
-110.77808,43.23323
-110.77808,43.23323
-110.77808,43.23323
-110.77808,43.23323
-110.77808,43.23323
-110.77808,43.23323
-110.77808,43.23323
-110.77808,43.23323
-110.77808,43.23323
-110.77808,43.23323
-110.77808,43.23323
-110.77808,43.23323
-110.77808,43.23323
-110.77808,43.23323
-110.77808,43.23323
-110.77808,43.23323
-110.77808,43.23323
-110.77808,43.23323
-110.77808,43.23323
-110.77808,43.23323
-110.77808,43.23323
-110.79717,44.64869
-110.7624,43.4799
-110.7624,43.4799
-110.7624,43.4799
-110.7624,43.4799
-110.7624,43.4799
-110.7624,43.4799
-110.7624,43.4799
-110.7624,43.4799
-107.2617,44.8753
-104.8211,41.7567
-109.69452,44.61537
-111.02548,43.13146
-106.981,44.296
-106.981,44.296
-106.981,44.296
-108.7481,42.8243
-106.9956,41.1733
-106.9956,41.1733
-106.9956,41.1733
-108.4689,44.8813
-105.5635,41.0409
-105.5635,41.0409
-105.1961,41.0954
-105.97,41.09
-105.4602,41.2604
-105.4602,41.2604
-106.0099,41.0947
-105.5911,41.31136
-121.51,46.88
-121.51,46.88
-121.51,46.88
-121.51,46.88
-121.4475,46.1509
-120.50589,46.60207
-120.50589,46.60207
-120.50589,46.60207
-120.42033,46.44762
